id,title_www,title_demo,frequency_www,frequency_demo
659d7da1a28b115513e756ff,francearchives.fr - Inventaires des archives françaises,francearchives.fr - Inventaires des archives françaises,unknown,punctual
659d7da2cedd8b3455e75703,Notices des fonds de la bibliothèque des Archives nationales du monde du travail,Notices des fonds de la bibliothèque des Archives nationales du monde du travail,unknown,punctual
65e002188f1681146bd981d7,Les chômeurs artistiques de Paris et sa petite couronne de 1930 à 1962,Les chômeurs artistiques de Paris et sa petite couronne de 1930 à 1962,irregular,irregular
65ea8dae877eed738c924b51,La circulation des archives en Europe et hors Europe : suivi mensuel des ventes aux enchères,La circulation des archives en Europe et hors Europe : suivi mensuel des ventes aux enchères,annual,annual
66063d22592637d8f57263d5,Nuit européenne des musées 2024,Nuit européenne des musées 2024,unknown,punctual
664433610b97fe15b6003fc4,Individus présumés émigrés pendant la Révolution française (1791-1815),Individus présumés émigrés pendant la Révolution française (1791-1815),never,never
6646d7a92cfb143b25b34ed8,La circulation des archives en Europe et hors Europe : suivi des demandes de sortie au sein du territoire communautaire,La circulation des archives en Europe et hors Europe : suivi des demandes de sortie au sein du territoire communautaire,unknown,punctual
6646d7b175de9daf204c46b1,La circulation des archives en Europe et hors Europe : suivi des demandes de sortie hors du territoire communautaire,La circulation des archives en Europe et hors Europe : suivi des demandes de sortie hors du territoire communautaire,annual,annual
664d6e7bcd0d879232e5a98b,Rendez-vous aux jardins 2024,Rendez-vous aux jardins 2024,unknown,punctual
6688c176f39a615a6b1cbe7e,Label 100% EAC,Label 100% EAC,annual,annual
6688c177f39a615a6b1cbe7f,Aide à l'exemplaire des titres de presse postés,Aide à l'exemplaire des titres de presse postés,annual,annual
6691fbc3e33ff438151ff6b5,Eté culturel 2024,Eté culturel 2024,unknown,punctual
6691fbc4e33ff438151ff6b6,Journées européennes du patrimoine 2024,Journées européennes du patrimoine 2024,unknown,punctual
67b94bd15afb2aa0b8e26089,Données enquête utilisation des archives recherche universitaire,Données enquête utilisation des archives recherche universitaire,irregular,irregular
67e59fbaa773f001a9710519,Compar:IA,Compar:IA old,monthly,monthly
67f7424b137aad8bcb9ac731,Données du système de déclaration de billetterie du spectacle vivant Sibil,Données du système de déclaration de billetterie du spectacle vivant Sibil,unknown,punctual
6811a04691e247a5e4622e11,Manuscrits de pièces de théâtre du 19e siècle conservés aux Archives nationales,Manuscrits de pièces de théâtre du 19e siècle conservés aux Archives nationales,irregular,irregular
