id.dataset,id.ressource,title.dataset,description.dataset,tags.dataset,column_name,column_datatype,python_type,score,nb_distinct,nb_missing_values,top_1,top_2,top_3,definition
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Reference_de_publication_de_l_image,string,string,1.0,8616,577856, ,"Mounicq, Jean et Augé, Marc, « Paris Retraversé », Paris, Imprimerie nationale, 1992, [n.p.] (Prix Nadar)","Mounicq, Jean et Augé, Marc, « Paris Ouvert », Paris, Imprimerie nationale, 1995, [n.p.]",Référence bibliographique de la publication de l'image.
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Reference_de_l_image,string,string,1.0,381804,215661,France,"MHR93_04062916ZA_P.JPG,DS1,,","SAP52_73L05366_P.JPG,DS1,,73l05366.jpg",Identifiant ou numéro attribué à l'image.
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Nom_de_l_image,string,string,1.0,391084,206381,24r000898.jpg,SAP52_1L002934D_P.JPG,SAP01_NA23813888N_T.JPG,Nom de fichier ou titre de l'image.
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Region,string,string,1.0,1089,107487,Provence-Alpes-Côte d'Azur,Île-de-France,Auvergne-Rhône-Alpes,Nom de la région où se situe l'objet ou le document.
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Phototypes_en_relation,string,string,1.0,29999,563170,Contretype,Positif de projection,76P022450,Phototypes associés ou liés à l'objet ou au document.
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Numero_de_reproduction,string,string,1.0,3996,593475,Alsace,ELR00266,CT001495,Identifiant ou numéro attribué à la reproduction de l'objet ou du document.
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Role_interprete,string,string,1.0,2676,589031,Barrault : Henri Dunant,Jeanne d'Arc,Tcherina : Isa,Rôle ou personnage interprété dans une œuvre théâtrale ou cinématographique.
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Siecle_de_l_oeuvre,string,string,1.0,1065,538362,20e siècle,18e siècle,19e siècle,Siècle de création de l'œuvre.
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Orientation_du_phototype,string,string,1.0,18,437151,H,V,O,Orientation (horizontale ou verticale) du phototype.
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Titre_de_la_serie,string,string,1.0,7125,291286,1996/096 - Fonds photographique du Centre de Recherche des Monuments Historiques,Vues aériennes entre 1945 et 1975,Fonds des Monuments historiques photographiés après 1951,Nom ou titre de la série à laquelle appartient l'objet ou le document.
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Site,string,string,1.0,2,597475,H,V,,Emplacement ou contexte géographique de l'objet ou du document.
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Structure,string,string,1.0,1,597475,Fonds Denkmalarchiv,,,Organisation ou entité responsable de l'objet ou du document.
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Sujet_represente_par_la_photographie_ou_le_document,string,string,1.0,1478,501569,église,maison,église paroissiale,Thème ou sujet principal représenté dans la photographie ou le document.
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Support,string,string,1.0,12,597376,transparent synthétique,transparent végétal,fichier numérique .cdr ; fichier numérique .jpg,Matériau ou format physique de l'objet ou du document.
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Description_technique_du_negatif,adresse,string,0.7745469030073691,8769,292971,Négatif noir et blanc ; Support souple ; Gélatino-argentique,image numérique native,Négatif noir et blanc ; support verre; gélatino-bromure,Caractéristiques techniques du négatif photographique.
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Description_technique_de_l_original,string,string,1.0,495,559813,A,sculpture,orfèvrerie,Caractéristiques techniques de l'œuvre originale.
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Description_technique_du_tirage,string,string,1.0,210,490282,Tirage noir et blanc ; Gélatino-argentique,Tirage gélatino-argentique,Tirage noir et blanc ; Gélatino-argentique,Caractéristiques techniques du tirage photographique.
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Lieu_de_representation,string,string,1.0,301,581347,Opéra National de Paris,"Paris, Théâtre National de l'Opéra-Comique","Paris, Ancien Théâtre du Vaudeville",Emplacement où l'œuvre est représentée ou exposée.
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Titre_courant,string,string,1.0,7525,497229,maison,église paroissiale,monument aux morts de la guerre de 1914-1918,Nom ou titre communément utilisé pour l'objet ou le document.
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Reference_bibliographique_ou_documentaire,string,string,1.0,6672,582110,Etude préalable,[Source indiquée sur le carton de montage mais non identifiée] SAF,[Source indiquée sur le carton de montage mais non identifiée] Arch. SAF,Référence à des sources bibliographiques ou documentaires associées.
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Titre_de_la_piece_de_theatre_ou_du_film,string,string,1.0,2822,576036,Film non identifié,D'homme à hommes,L'Aigle à deux têtes,Nom de la pièce de théâtre ou du film.
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Technique_du_releve,string,string,1.0,0,597479,,,,Méthode ou technique utilisée pour le relevé ou la documentation.
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Type,string,string,1.0,7,509473,A,E,YY,Catégorie ou classification de l'objet ou du document.
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Categorie_du_phototype,string,string,1.0,55,486,Négatif,Tirage photographique,phototype argentique,Type ou catégorie du phototype.
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Type_d_image_numerique,string,string,1.0,7,293352,Oui,JPG ; Oui,JPG ; oui,Format ou type de l'image numérique.
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Type_du_support_numerique,string,string,1.0,3,218352,DS1,C01,document acquis par scan,Format ou type du support numérique.
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Videodisque,string,string,1.0,383485,213985,mem/1205/sap52_73l05366_p.jpg;mem/1205/sap52_73l05366_v.jpg,mem/3201/sap83_15w01076_p.jpg;mem/3201/sap83_15w01076_v.jpg,mem/3201/sap83_15w01041_p.jpg;mem/3201/sap83_15w01041_v.jpg,Référence ou identifiant du vidéodisque associé.
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Numero_de_la_vue_CD,string,string,1.0,142268,427350,0124,0169,0067,Identifiant ou numéro attribué à la vue sur le CD.
