id.dataset,id.ressource,title.dataset,description.dataset,tags.dataset,column_name,column_datatype,python_type,score,nb_distinct,nb_missing_values,top_1,top_2,top_3,definition,llm_origin
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Numero_de_l_original,string,string,1.0,9763,586379,07/03,07/02,95,"Identifiant attribué à l’original (document, objet) avant sa reproduction ou son archivage.",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Numero_du_negatif,string,string,1.0,383523,213778,80L044622,20217100371,DNX0187 LW,Référence unique d’un négatif photographique dans les fonds d’archives.,mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Numero_du_site,string,string,1.0,2,597477,MHR42_DAR482B169_499,MHR42_DAR482B169_503,,"Code ou identifiant d’un site (monument, chantier) documenté par les photographies.",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Numero_du_tirage,string,string,1.0,135795,461567,MMF015537,3842,BNF Cl. N. CLXXIX,Numéro d’inventaire ou de classement attribué à un tirage photographique spécifique.,mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Numero_du_versement,string,string,1.0,600,127090,J/80/490,L/80/547,M/80/206,Référence administrative d’un versement d’archives ou de documents aux collections.,mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Reference_du_videodisque,string,string,1.0,36246,561120, ,40584,51793,Identifiant ou code associé à un vidéodisque contenant des images ou données numérisées.,mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Objet,string,string,1.0,2861,588029,Ciboire,Calice,Patène,"Nom ou type d’objet (ex. : calice, patène) représenté ou documenté par la photographie.",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Observations,string,string,1.0,25521,413475,Numérisation à partir du tirage,photographie numérique native,Image numérique native,Remarques techniques ou contextuelles sur le document (ex. : « photographie numérique native »).,mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Observations_sur_l_original,string,string,1.0,5354,568152,"Mathiotte, Olivier (photographe missionné par la Manufacture du patrimoine)","Sauvage, Frédéric (Conservateur des Antiquités et des Objets d’Art)","Sauvage, Frédéric (Conservateur des antiquités et des objets d'art)","Notes sur l’état, l’histoire ou les caractéristiques de l’original avant reproduction.",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Observations_sur_le_tirage,string,string,1.0,2106,566674,image numérique provenant d'un vidéodisque (qualité médiocre),"Tirage monté sous passe-partout contrecollé sur carton 50,7x40,8 cm ; Fichier numérique remis par l'auteur",Tirage restauré en 2020-2021,"Informações sur l’état de conservation, la restauration ou les particularités d’un tirage photographique.",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Pays,pays,string,1.4771893874029336,198,44949,France,États-Unis,Grèce,"Nom du pays où est localisé le sujet, l’œuvre ou le document archivé (ex. : France, États-Unis).",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Precisions_sur_la_localisation,string,string,1.0,393,590811,Ancien département de Constantine,Ancienne République démocratique allemande (RDA),Ancien département d'Alger,Compléments géographiques ou historiques sur la localisation (ex. : « Ancien département d’Alger »).,mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Precisions_sur_la_conservation_de_l_original,string,string,1.0,5108,576835,Île-de-France ; Val-de-Marne ; Charenton-le-Pont ; Médiathèque du patrimoine et de la photographie,Boîte 12,Boîte 14,Détails sur les conditions de stockage ou de classement de l’original (ex. : « Boîte 12 »).,mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Producteur,string,string,1.0,4,0,MPP,CRMH,CAOA,Abréviation ou nom de l’organisme producteur du document (ex. : MPP pour Médiathèque du Patrimoine et de la Photographie).,mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Reference_de_publication_de_l_image,string,string,1.0,8616,577856, ,"Mounicq, Jean et Augé, Marc, « Paris Retraversé », Paris, Imprimerie nationale, 1992, [n.p.] (Prix Nadar)","Mounicq, Jean et Augé, Marc, « Paris Ouvert », Paris, Imprimerie nationale, 1995, [n.p.]","Source bibliographique (livre, article) où l’image a été publiée, avec auteurs et éditeur.",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Reference_de_l_image,string,string,1.0,381804,215661,France,"MHR93_04062916ZA_P.JPG,DS1,,","SAP52_73L05366_P.JPG,DS1,,73l05366.jpg",Identifiant technique ou nom de fichier de l’image numérique dans les systèmes d’archivage.,mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Nom_de_l_image,string,string,1.0,391084,206381,24r000898.jpg,SAP52_1L002934D_P.JPG,SAP01_NA23813888N_T.JPG,Nom du fichier numérique correspondant à l’image (ex. : « 24r000898.jpg »).,mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Region,string,string,1.0,1089,107487,Provence-Alpes-Côte d'Azur,Île-de-France,Auvergne-Rhône-Alpes,Nom de la région administrative française (ex. : Île-de-France) associée au document ou au sujet.,mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Phototypes_en_relation,string,string,1.0,29999,563170,Contretype,Positif de projection,76P022450,"Références à d’autres phototypes (contretypes, positifs) liés au document principal.",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Numero_de_reproduction,string,string,1.0,3996,593475,Alsace,ELR00266,CT001495,Identifiant attribué à une reproduction spécifique d’un document ou d’une œuvre.,mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Role_interprete,string,string,1.0,2676,589031,Barrault : Henri Dunant,Jeanne d'Arc,Tcherina : Isa,Nom du personnage ou rôle joué par une personne photographiée (ex. : « Barrault : Henri Dunant »).,mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Siecle_de_l_oeuvre,string,string,1.0,1065,538362,20e siècle,18e siècle,19e siècle,Période historique (ex. : 19e siècle) à laquelle appartient l’œuvre ou le sujet documenté.,mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Orientation_du_phototype,string,string,1.0,18,437151,H,V,O,"Orientation du support photographique (H pour horizontal, V pour vertical, O pour autre).",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Titre_de_la_serie,string,string,1.0,7125,291286,1996/096 - Fonds photographique du Centre de Recherche des Monuments Historiques,Vues aériennes entre 1945 et 1975,Fonds des Monuments historiques photographiés après 1951,Nom ou description d’une série documentaire ou photographique à laquelle appartient le document.,mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Site,string,string,1.0,2,597475,H,V,,Indication sommaire de l’orientation ou du site (H/V) ou référence à un lieu documenté.,mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Structure,string,string,1.0,1,597475,Fonds Denkmalarchiv,,,Nom du fonds ou de la collection (ex. : « Fonds Denkmalarchiv ») auquel le document est rattaché.,mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Sujet_represente_par_la_photographie_ou_le_document,string,string,1.0,1478,501569,église,maison,église paroissiale,"Description du sujet principal (ex. : église, maison) capté par la photographie.",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Support,string,string,1.0,12,597376,transparent synthétique,transparent végétal,fichier numérique .cdr ; fichier numérique .jpg,"Matériau ou medium du document (ex. : transparent synthétique, fichier numérique .jpg).",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Description_technique_du_negatif,adresse,string,0.7745469030073691,8769,292971,Négatif noir et blanc ; Support souple ; Gélatino-argentique,image numérique native,Négatif noir et blanc ; support verre; gélatino-bromure,"Caractéristiques techniques du négatif (support, procédé chimique, dimensions).",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Description_technique_de_l_original,string,string,1.0,495,559813,A,sculpture,orfèvrerie,"Nature et matériaux de l’original (ex. : sculpture en bois, orfèvrerie).",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Description_technique_du_tirage,string,string,1.0,210,490282,Tirage noir et blanc ; Gélatino-argentique,Tirage gélatino-argentique,Tirage noir et blanc ; Gélatino-argentique,"Procédés et matériaux utilisés pour le tirage (ex. : gélatino-argentique, noir et blanc).",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Lieu_de_representation,string,string,1.0,301,581347,Opéra National de Paris,"Paris, Théâtre National de l'Opéra-Comique","Paris, Ancien Théâtre du Vaudeville","Nom du lieu (théâtre, opéra) où une œuvre ou un événement représenté a été capté ou joué.",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Titre_courant,string,string,1.0,7525,497229,maison,église paroissiale,monument aux morts de la guerre de 1914-1918,"Titre simplifié ou usuel de l’œuvre ou du sujet (ex. : « maison », « monument aux morts »).",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Reference_bibliographique_ou_documentaire,string,string,1.0,6672,582110,Etude préalable,[Source indiquée sur le carton de montage mais non identifiée] SAF,[Source indiquée sur le carton de montage mais non identifiée] Arch. SAF,"Source ou référence (étude, archive) citée en appui à la notice ou au document.",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Titre_de_la_piece_de_theatre_ou_du_film,string,string,1.0,2822,576036,Film non identifié,D'homme à hommes,L'Aigle à deux têtes,Titre de l’œuvre cinématographique ou théâtrale documentée par la photographie.,mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Technique_du_releve,string,string,1.0,0,597479,,,,"Méthode utilisée pour réaliser un relevé (dessins, mesures) d’un monument ou d’un objet.",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Type,string,string,1.0,7,509473,A,E,YY,"Catégorie ou code typologique du document (ex. : A pour Architecture, E pour Épreuve).",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Categorie_du_phototype,string,string,1.0,55,486,Négatif,Tirage photographique,phototype argentique,"Classification du phototype (négatif, tirage argentique, phototype numérique, etc.).",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Type_d_image_numerique,string,string,1.0,7,293352,Oui,JPG ; Oui,JPG ; oui,"Indication sur la disponibilité d’une version numérique de l’image (ex. : « Oui », format JPG).",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Type_du_support_numerique,string,string,1.0,3,218352,DS1,C01,document acquis par scan,"Type de support de stockage numérique (ex. : DS1 pour disque dur, document scanné).",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Videodisque,string,string,1.0,383485,213985,mem/1205/sap52_73l05366_p.jpg;mem/1205/sap52_73l05366_v.jpg,mem/3201/sap83_15w01076_p.jpg;mem/3201/sap83_15w01076_v.jpg,mem/3201/sap83_15w01041_p.jpg;mem/3201/sap83_15w01041_v.jpg,Chemin ou référence vers les fichiers images stockés sur un vidéodisque (ex. : mem/1205/...).,mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Numero_de_la_vue_CD,string,string,1.0,142268,427350,0124,0169,0067,Numéro d’ordre d’une vue ou image spécifique sur un CD ou support numérique.,mistral-large-latest
